age,default,balance,housing,loan,day,duration,campaign,pdays,previous,y,divorced,married,single,primary,secondary,tertiary,cellular,telephone,unknown,apr,aug,dec,feb,jan,jul,jun,mar,may,nov,oct,sep
42,no,2095,yes,no,21,752,3,-1,0,no,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
42,no,6080,no,no,21,98,3,-1,0,no,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
55,no,319,no,no,21,124,3,-1,0,no,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
40,no,752,no,yes,21,456,1,157,1,no,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
30,no,190,no,no,21,312,1,-1,0,no,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
30,no,358,yes,no,21,45,2,-1,0,no,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
31,no,13,no,no,21,208,1,-1,0,no,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
45,no,-525,no,yes,21,980,2,-1,0,yes,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
32,no,0,yes,no,21,102,1,-1,0,no,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
43,no,-88,yes,yes,21,94,2,-1,0,no,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
59,no,42,no,no,21,40,1,-1,0,no,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
38,no,505,yes,yes,21,119,1,157,2,no,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
32,no,1716,no,no,21,157,4,-1,0,no,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
57,no,3944,no,no,21,36,2,-1,0,no,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
30,no,2766,no,no,21,834,1,-1,0,yes,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
53,no,1835,yes,no,21,184,2,-1,0,no,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
33,no,87,yes,yes,21,141,4,-1,0,no,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
31,no,82,no,no,21,114,5,-1,0,no,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
34,no,2594,yes,no,21,161,3,-1,0,no,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
30,no,3300,no,no,21,1571,1,-1,0,yes,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
39,no,0,no,no,21,108,7,-1,0,no,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
48,no,0,no,yes,21,47,2,-1,0,no,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
50,no,57435,yes,no,21,319,3,-1,0,no,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
32,no,-98,no,yes,21,157,2,-1,0,no,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
30,no,105,yes,no,21,75,1,-1,0,no,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
42,no,36,no,no,21,664,3,-1,0,yes,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
33,no,418,yes,no,21,159,1,-1,0,no,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
41,no,102,yes,yes,21,188,1,-1,0,no,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
57,no,2352,yes,no,21,757,2,-1,0,no,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
49,no,22520,no,no,21,579,9,-1,0,yes,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
59,no,7724,no,no,21,373,3,-1,0,yes,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
31,no,144,yes,no,21,51,2,140,11,no,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
59,no,10054,no,no,21,175,3,100,6,no,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
45,no,3169,no,no,21,39,1,-1,0,no,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
38,no,16236,yes,no,21,139,3,-1,0,no,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
57,no,492,no,no,21,181,2,-1,0,no,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
37,no,105,no,yes,21,197,2,157,4,no,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
31,no,490,yes,no,21,394,5,179,2,no,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
44,no,376,yes,no,21,61,4,-1,0,no,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
34,no,5195,no,no,21,25,3,-1,0,no,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
34,no,318,yes,no,21,36,2,-1,0,no,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
50,no,1047,no,no,21,98,5,-1,0,no,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
36,no,3463,yes,no,21,29,4,-1,0,no,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
30,no,0,yes,no,21,681,4,-1,0,yes,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
49,no,1320,no,no,21,129,2,-1,0,no,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
31,no,477,yes,no,21,77,5,-1,0,no,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
58,no,1602,no,no,21,1032,10,115,3,no,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
41,no,4418,yes,no,21,855,3,-1,0,no,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
49,no,2147,no,no,21,123,2,-1,0,no,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
42,no,764,no,yes,21,127,3,-1,0,no,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
33,no,744,yes,no,21,59,3,-1,0,no,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
35,no,5,no,no,21,140,3,-1,0,no,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
33,no,1834,yes,no,21,11,2,-1,0,no,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
38,no,4312,no,no,21,407,4,182,2,no,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
50,no,4374,yes,no,21,163,2,113,3,no,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
42,no,-571,yes,yes,21,136,2,179,4,no,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
30,no,1036,yes,yes,21,82,2,-1,0,no,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
33,no,3140,yes,yes,21,7,5,-1,0,no,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
37,no,1322,yes,no,21,14,8,185,1,no,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
52,no,2618,yes,no,21,73,2,-1,0,no,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
42,no,484,yes,no,21,321,3,127,3,no,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
41,no,4063,yes,no,21,110,2,-1,0,no,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
58,no,0,no,yes,21,56,2,-1,0,no,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
48,no,7825,no,no,21,77,5,-1,0,no,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
37,no,1097,yes,no,21,1555,2,-1,0,yes,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
47,no,333,no,no,21,8,5,137,1,no,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
37,no,2173,no,no,21,158,3,114,1,no,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
43,no,346,yes,no,21,9,5,-1,0,no,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
42,no,1275,yes,yes,21,925,5,-1,0,yes,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
56,no,1521,yes,yes,21,19,2,179,3,no,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
31,no,1601,no,no,21,521,3,-1,0,no,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
38,no,1063,yes,no,21,51,5,113,2,no,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
45,no,2121,no,no,21,326,2,-1,0,no,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
32,no,785,yes,no,21,53,2,-1,0,no,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
39,no,442,no,no,21,10,3,-1,0,no,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
44,no,736,no,no,21,71,9,-1,0,no,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
36,no,4932,yes,no,21,273,5,-1,0,no,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
30,no,4127,yes,no,21,47,4,-1,0,no,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
54,no,1016,yes,no,21,643,3,-1,0,no,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
31,no,1899,no,no,22,1914,1,-1,0,no,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
30,no,130,no,no,5,291,1,-1,0,no,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
22,no,760,no,no,7,6,1,-1,0,no,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
55,no,366,no,no,11,173,1,-1,0,no,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
28,no,654,no,no,28,198,1,-1,0,no,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
46,no,0,yes,no,28,58,1,-1,0,no,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
54,no,1076,no,no,28,338,1,-1,0,no,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
29,no,805,no,no,28,70,1,-1,0,no,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
48,no,641,no,no,28,113,1,-1,0,no,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
55,yes,4,no,no,28,1048,1,-1,0,yes,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
26,no,814,no,no,28,1387,1,-1,0,yes,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
59,no,8,no,no,28,56,1,-1,0,no,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
37,no,57,yes,no,28,99,1,-1,0,no,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
26,no,285,no,no,28,100,1,-1,0,no,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
28,no,356,no,no,28,296,1,-1,0,no,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
37,no,-76,yes,no,28,230,1,204,1,no,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
48,no,1678,no,no,28,263,2,-1,0,no,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
48,no,0,yes,no,28,123,1,204,1,no,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
28,no,23,no,no,28,154,1,-1,0,no,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
51,no,409,yes,no,28,203,1,-1,0,no,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
37,no,3720,yes,no,28,561,1,-1,0,no,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
53,no,529,yes,no,28,558,1,-1,0,no,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
45,no,1526,yes,no,28,109,1,-1,0,no,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
32,no,951,no,no,28,77,1,-1,0,no,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
50,no,218,no,no,28,268,1,-1,0,no,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
26,no,52,no,no,28,287,1,-1,0,no,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
42,no,578,no,no,28,44,1,-1,0,no,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
56,no,3869,no,no,28,79,1,-1,0,no,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
48,no,-295,no,yes,28,121,1,190,2,no,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
57,no,1316,no,no,28,221,2,182,5,no,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
50,no,799,no,no,28,63,1,-1,0,no,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
48,no,220,no,no,28,73,1,-1,0,no,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
47,no,4274,no,no,28,852,2,-1,0,no,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
39,no,536,no,no,28,29,1,-1,0,no,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
27,no,3,no,no,28,131,1,-1,0,no,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
29,no,4557,no,no,28,103,2,-1,0,no,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
59,no,1455,yes,no,28,222,2,191,1,no,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
57,no,316,no,no,28,935,2,-1,0,no,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
31,no,338,yes,no,28,155,1,-1,0,no,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
38,no,223,no,no,28,63,1,-1,0,no,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
44,no,3463,yes,yes,28,290,2,153,3,no,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
47,no,0,no,no,28,216,1,-1,0,no,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
32,no,1694,yes,no,28,929,1,-1,0,no,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
33,no,0,no,no,28,233,2,-1,0,no,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
46,no,0,no,no,28,1199,2,-1,0,yes,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
48,no,840,no,no,28,196,1,-1,0,no,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
42,no,799,no,no,28,234,1,181,6,no,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
42,no,399,no,no,28,296,2,-1,0,no,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
52,no,1392,no,no,28,1121,2,205,3,no,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
45,no,103,no,no,28,64,3,-1,0,no,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
42,no,0,no,no,28,942,2,-1,0,no,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
49,no,-507,no,no,28,148,2,-1,0,no,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
27,no,585,no,no,28,180,3,-1,0,no,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
54,no,922,no,no,28,123,2,-1,0,no,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
51,no,394,no,no,28,968,2,-1,0,yes,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
48,no,0,no,no,28,221,4,-1,0,no,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
43,no,182,no,no,28,152,1,-1,0,no,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
30,no,370,no,no,29,250,1,246,1,no,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
33,no,118,no,no,29,159,1,-1,0,no,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
33,no,360,yes,no,29,103,1,185,13,no,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
35,no,2880,no,no,29,42,1,-1,0,no,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
48,no,133,yes,yes,29,451,1,197,1,no,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
31,no,50,no,no,29,395,1,-1,0,no,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
60,no,-79,yes,yes,29,192,1,-1,0,no,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
27,no,50,no,no,29,168,1,-1,0,no,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
54,no,0,yes,no,29,46,1,-1,0,no,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
48,no,717,no,no,29,450,1,-1,0,no,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
34,no,498,yes,no,29,84,1,251,2,no,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
31,no,1073,yes,no,29,82,1,-1,0,no,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
54,no,294,yes,no,29,89,1,-1,0,no,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
35,no,474,yes,yes,29,372,1,-1,0,no,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
35,no,81,yes,no,29,79,1,-1,0,no,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
30,no,19,no,no,29,372,1,-1,0,no,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
30,no,783,no,yes,29,197,1,-1,0,no,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
35,no,1385,yes,no,29,331,1,-1,0,no,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
36,no,0,yes,no,29,86,1,237,17,no,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
48,no,1513,no,no,29,166,2,-1,0,no,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
40,no,1361,no,no,29,1473,1,-1,0,yes,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
53,no,2687,yes,no,29,373,1,-1,0,no,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
37,no,1694,yes,yes,29,404,2,251,6,no,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
34,no,276,no,no,29,216,1,-1,0,no,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
30,no,193,yes,no,29,326,1,244,2,no,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
28,no,28,no,no,29,220,2,-1,0,no,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
35,no,128,no,yes,29,456,1,205,2,no,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
45,no,789,no,yes,29,79,1,-1,0,no,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
40,no,351,yes,no,29,338,1,254,3,no,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
35,no,645,yes,no,29,114,1,-1,0,no,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
31,no,242,no,no,29,24,1,-1,0,no,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
35,no,175,yes,no,29,219,1,246,1,no,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
27,no,1167,no,no,29,394,1,-1,0,no,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
35,no,-272,no,yes,29,309,1,197,13,no,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
36,no,188,no,no,29,55,2,-1,0,no,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
39,no,1281,yes,yes,29,177,1,-1,0,no,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
55,no,119,no,no,29,118,1,-1,0,no,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
53,no,354,yes,no,29,133,1,226,2,no,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
28,no,278,no,yes,29,194,1,-1,0,no,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
59,no,671,yes,yes,29,219,2,259,5,no,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
53,no,246,yes,no,29,158,2,247,1,no,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
39,no,1837,no,no,29,199,1,-1,0,no,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
36,no,4634,no,no,29,162,1,-1,0,no,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
38,no,560,no,no,29,316,1,-1,0,no,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
45,no,398,yes,no,29,227,1,246,5,no,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
40,no,56,yes,yes,29,194,1,247,1,no,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
26,no,2613,no,no,29,435,2,-1,0,no,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
58,no,1298,yes,no,29,522,2,245,4,no,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
26,no,252,no,no,29,706,2,-1,0,no,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
46,no,2202,yes,no,29,83,2,-1,0,no,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
26,no,1274,no,no,29,475,2,-1,0,no,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
29,no,266,yes,no,29,103,2,-1,0,no,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
33,no,902,yes,no,29,207,2,247,2,no,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
30,no,350,no,no,29,328,2,-1,0,no,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
32,no,356,yes,no,29,56,2,223,5,no,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
40,no,822,yes,yes,29,155,2,245,3,no,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
31,no,-250,no,yes,29,207,2,-1,0,no,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
27,yes,81,no,yes,29,123,2,205,2,no,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
47,no,613,yes,no,29,49,3,255,2,no,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
33,no,56,yes,no,29,290,4,-1,0,no,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
29,no,12,yes,no,29,298,3,-1,0,no,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
33,no,554,yes,no,29,162,2,258,1,no,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
32,no,-460,yes,yes,29,131,2,206,6,no,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
46,no,593,yes,no,29,190,3,-1,0,no,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
57,no,77,yes,yes,29,168,3,246,2,no,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
47,no,1225,yes,yes,29,191,3,227,2,no,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
31,no,10,yes,yes,29,161,3,188,9,no,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
31,no,1724,yes,no,29,152,2,254,1,no,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
46,no,-154,yes,yes,29,150,2,247,2,no,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
56,no,2666,yes,yes,29,94,2,-1,0,no,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
27,no,139,no,no,29,144,3,-1,0,no,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
30,no,6683,no,no,30,180,1,-1,0,no,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
28,no,-26,no,yes,30,81,1,-1,0,no,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
27,no,1304,no,no,30,403,1,-1,0,no,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
